year,location,sqft,bedrooms,bathrooms,amenities,real_estate_type,crime_rates,area,Population,GDP (in crores),Fixed Deposit Interest Rate (% p.a.),Literacy Rate (%),Development Rate,HF,Area-wise Price,price
2003,Sarthana,1811,2,3,5,Villa,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,149.41
2003,Piplod,2267,5,1,2,Apartment,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,110.34
2003,Udhna,1453,2,1,10,Apartment,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,212.85
2003,City Light,1877,1,3,1,Villa,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,30.66
2003,Sachin,2498,1,3,8,Villa,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,148.48
2003,Katargam,2626,4,1,4,House,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,153.47
2003,Udhna,1109,1,3,3,Villa,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,64.01
2003,Piplod,2866,1,3,4,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,100.72
2003,Varachha,790,3,1,8,Apartment,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,280.83
2003,Katargam,955,3,2,1,Villa,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,34.09
2003,Adajan,2764,1,3,2,Apartment,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,77.99
2003,Ghod Dod Road,711,4,2,1,Apartment,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,61.02
2003,Adajan,2895,2,3,6,Villa,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,329.65
2003,City Light,1710,1,2,2,Villa,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,49.09
2003,Adajan,1988,1,1,7,House,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,164.59
2003,Katargam,2973,3,2,7,Villa,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,239.39
2003,Adajan,913,2,3,1,Villa,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,54.67
2003,Pal,2003,1,2,3,Apartment,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,93.58
2003,Varachha,1014,2,1,4,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,100.43
2003,Sarthana,2939,5,3,1,House,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,55.4
2003,Pal,661,4,3,8,Apartment,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,685.73
2003,Dindoli,2196,4,2,4,House,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,147.98
2003,Piplod,1014,3,2,7,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,281.05
2003,Varachha,955,4,2,7,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,351.23
2003,Adajan,2144,2,1,7,Villa,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,274.78
2003,Althan,1645,2,2,4,Villa,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,120.84
2003,Pal,1374,3,3,7,House,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,491.53
2003,Athwa,2573,4,1,1,Apartment,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,54.93
2003,Piplod,2538,2,2,6,Villa,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,181.66
2003,Bhestan,1786,3,1,2,Villa,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,51.86
2003,Adajan,2713,2,1,8,Apartment,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,311.96
2003,Varachha,2233,5,2,4,Apartment,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,240.74
2003,Udhna,842,2,2,5,House,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,127.77
2003,Sarthana,889,1,1,9,Apartment,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,114.94
2003,Athwa,2795,4,2,7,House,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,427.89
2003,Athwa,582,1,1,7,Apartment,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,128.16
2003,Athwa,843,5,1,7,Apartment,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,469.86
2003,Pal,2930,2,1,4,Villa,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,157.46
2003,Piplod,2686,1,1,8,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,121.15
2003,Athwa,2387,1,3,2,Apartment,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,61.05
2003,Varachha,2399,1,2,3,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,60.44
2003,Althan,1769,1,3,4,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,100.55
2003,Vesu,1851,4,2,4,House,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,312.17
2003,Vesu,955,1,1,3,Apartment,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,70.16
2003,Dindoli,1700,4,2,4,Apartment,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,147.86
2003,Althan,681,3,1,9,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,316.12
2003,Bhestan,2724,2,3,2,House,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,51.83
2003,Sachin,1285,3,2,8,House,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,236.71
2003,Udhna,1954,4,3,3,Apartment,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,140.46
2003,Pal,1822,3,3,4,Villa,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,281.5
2003,Sarthana,2356,5,1,6,House,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,281.23
2003,Pal,1779,2,1,8,House,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,312.65
2003,Althan,2043,2,2,2,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,60.32
2003,Varachha,1264,5,2,9,Apartment,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,541.6
2003,Varachha,662,2,1,5,Apartment,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,125.38
2003,Adajan,1785,4,2,7,Villa,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,547.14
2003,Sarthana,1843,3,2,6,House,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,204.55
2003,Udhna,1532,1,3,7,Apartment,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,149.0
2003,Pal,2513,2,2,5,Apartment,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,233.92
2003,Pal,2193,2,2,3,Villa,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,141.16
2003,Udhna,2790,3,2,5,House,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,170.58
2003,Pal,2859,4,3,6,Villa,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,516.62
2003,Vesu,1957,4,2,1,Apartment,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,77.94
2003,Udhna,2649,5,3,4,House,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,221.56
2003,Varachha,2375,4,1,10,Villa,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,453.07
2003,Sarthana,1762,5,1,6,Apartment,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,280.92
2003,Ghod Dod Road,1933,4,2,10,Villa,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,611.71
2003,Althan,917,2,1,3,Villa,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,75.42
2003,Sachin,2083,3,1,9,Villa,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,233.44
2003,Sachin,1527,2,3,10,Apartment,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,258.77
2003,Udhna,1693,5,2,7,Apartment,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,357.52
2003,Athwa,1893,2,2,5,House,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,183.43
2003,Varachha,1187,1,1,3,Villa,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,45.4
2003,Ghod Dod Road,610,4,3,6,Villa,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,402.99
2003,Dindoli,1248,5,2,6,House,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,266.23
2003,Varachha,965,5,3,1,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,65.22
2003,Vesu,2853,2,2,1,House,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,46.95
2003,Katargam,2631,2,2,6,House,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,153.61
2003,Varachha,1661,2,3,8,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,281.29
2003,Udhna,678,1,2,3,Villa,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,51.17
2003,City Light,2721,4,1,9,Villa,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,496.19
2003,Pal,1206,3,1,6,Apartment,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,327.34
2003,City Light,834,5,1,1,Apartment,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,67.12
2003,Udhna,2292,3,2,5,Apartment,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,170.28
2003,Ghod Dod Road,1151,3,2,4,Apartment,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,195.29
2003,Sarthana,2498,2,1,10,House,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,213.42
2003,City Light,2436,4,3,3,House,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,201.64
2003,Bhestan,2184,1,3,9,House,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,166.63
2003,Varachha,2908,2,2,5,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,150.97
2003,Bhestan,2440,4,2,3,Villa,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,111.11
2003,Ghod Dod Road,520,2,1,7,Villa,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,213.85
2003,Katargam,2835,5,3,3,Apartment,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,166.01
2003,Katargam,2357,4,1,2,House,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,76.72
2003,Athwa,683,5,1,7,Apartment,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,469.85
2003,Adajan,906,4,2,2,Apartment,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,155.86
2003,City Light,504,2,1,6,House,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,183.17
2003,Katargam,2937,4,2,8,Villa,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,341.66
2003,Sarthana,2169,4,2,9,House,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,383.5
2003,Vesu,2795,1,1,6,Villa,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,142.57
2003,Bhestan,1742,5,1,4,House,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,162.73
2003,Athwa,2532,1,2,9,Villa,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,221.49
2003,Dindoli,2787,5,3,1,Villa,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,48.14
2003,Bhestan,844,5,2,10,Villa,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,443.79
2003,Sachin,921,5,3,5,Villa,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,240.39
2003,Althan,2050,4,1,2,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,90.41
2003,Adajan,983,3,3,6,Apartment,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,420.82
2003,Varachha,1627,1,2,10,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,201.18
2003,Piplod,659,5,2,5,Apartment,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,300.87
2003,Varachha,2808,5,1,9,Apartment,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,496.58
2003,Adajan,1615,2,3,10,Villa,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,547.64
2003,Sachin,1067,2,3,2,Villa,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,51.81
2003,Piplod,2863,3,3,9,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,407.12
2003,Dindoli,2068,2,1,1,Villa,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,18.55
2003,Varachha,658,4,1,9,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,406.36
2003,Vesu,2677,2,2,6,Villa,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,282.72
2003,Sachin,2145,5,2,3,Apartment,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,133.08
2003,Udhna,1664,4,3,1,Apartment,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,46.82
2003,Pal,2140,5,1,3,Villa,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,258.01
2003,Vesu,1867,3,3,2,House,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,140.51
2003,Bhestan,1673,3,3,6,Villa,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,199.9
2003,Bhestan,1900,3,2,1,Villa,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,29.63
2003,Vesu,1236,4,3,6,House,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,514.75
2003,Varachha,1482,3,1,1,Villa,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,35.21
2003,Adajan,1804,2,3,9,Apartment,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,491.09
2003,Adajan,2640,3,1,2,Villa,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,109.81
2003,Pal,2397,4,1,5,Villa,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,352.28
2003,Vesu,687,4,1,8,Apartment,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,561.06
2003,Sarthana,1714,1,1,3,Villa,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,38.57
2003,Dindoli,2265,3,2,10,House,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,296.04
2003,Piplod,1793,1,1,9,Villa,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,136.61
2003,Piplod,1073,3,3,6,Apartment,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,270.81
2003,Udhna,2997,1,2,2,Apartment,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,34.08
2003,Pal,1724,1,3,10,Apartment,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,389.81
2003,Dindoli,585,1,2,8,Villa,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,118.42
2003,Piplod,2102,2,2,4,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,120.66
2003,City Light,1688,3,3,9,House,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,494.83
2003,Udhna,2328,4,1,6,Apartment,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,229.87
2003,Sachin,2582,2,1,7,Villa,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,129.93
2003,Udhna,1242,3,1,3,House,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,89.46
2003,Adajan,1404,1,2,4,Apartment,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,124.74
2003,Udhna,1865,1,3,7,Apartment,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,149.01
2003,Varachha,2992,2,1,2,Villa,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,50.6
2003,Sachin,1559,2,1,7,Apartment,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,129.39
2003,Piplod,2464,1,1,1,Villa,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,15.23
2003,Piplod,1763,2,2,7,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,211.06
2003,Althan,2647,4,2,6,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,301.45
2003,Adajan,2848,3,3,8,House,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,562.57
2003,Ghod Dod Road,938,1,2,7,House,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,171.11
2003,Piplod,702,2,3,2,Villa,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,70.3
2003,Dindoli,1424,2,2,7,House,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,155.39
2003,Dindoli,2705,3,1,8,House,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,207.32
2003,Vesu,1879,1,2,2,Villa,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,62.85
2003,Pal,1126,1,3,6,House,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,234.21
2003,Sachin,1842,1,2,7,Apartment,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,103.53
2003,Athwa,1410,3,2,7,Villa,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,342.48
2003,Piplod,2146,2,3,5,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,175.9
2003,Katargam,1497,5,3,5,House,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,276.8
2003,Sarthana,1967,2,1,5,Apartment,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,106.44
2003,Ghod Dod Road,1525,2,3,7,Apartment,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,299.06
2003,City Light,1653,3,1,4,Villa,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,171.37
2003,Udhna,1704,5,3,6,House,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,332.19
2003,Ghod Dod Road,1006,5,2,1,House,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,73.26
2003,Piplod,2696,4,1,3,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,135.69
2003,Pal,2586,4,3,6,House,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,515.31
2003,Udhna,1422,2,1,9,Apartment,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,191.56
2003,Dindoli,2389,3,1,1,Apartment,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,25.88
2003,Pal,865,3,2,5,Villa,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,312.26
2003,Varachha,1552,2,2,1,Villa,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,30.2
2003,Vesu,1489,3,3,6,House,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,421.36
2003,Sarthana,602,5,1,9,Villa,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,421.58
2003,Sachin,2540,1,3,2,Villa,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,37.12
2003,Athwa,1420,3,3,7,House,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,384.79
2003,Sarthana,1908,2,1,6,Apartment,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,127.72
2003,Vesu,775,4,1,2,House,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,140.35
2003,Adajan,2006,5,1,9,House,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,772.61
2003,Athwa,2224,3,1,9,Apartment,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,384.56
2003,Bhestan,664,5,1,9,Villa,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,366.09
2003,Althan,2329,3,3,10,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,452.15
2003,Vesu,1655,4,2,9,House,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,702.27
2003,Althan,1469,4,3,9,Apartment,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,496.49
2003,Piplod,763,4,3,9,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,496.65
2003,Piplod,2563,2,3,5,Villa,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,176.47
2003,Dindoli,737,4,3,9,House,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,366.01
2003,Bhestan,2196,3,2,4,Apartment,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,118.3
2003,Pal,1256,3,3,4,House,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,280.84
2003,Varachha,1553,4,3,3,Apartment,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,165.5
2003,Dindoli,1181,2,1,6,House,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,110.99
2003,Bhestan,1045,3,3,2,Apartment,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,66.53
2003,Dindoli,1977,3,3,2,House,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,66.59
2003,Pal,623,4,3,8,House,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,686.0
2003,Bhestan,1765,1,1,5,House,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,55.58
2003,Vesu,1447,5,2,1,Apartment,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,93.52
2003,Udhna,2393,3,2,9,Apartment,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,306.51
2003,Varachha,2523,2,2,9,Apartment,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,270.93
2003,Dindoli,1276,4,3,2,Apartment,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,81.32
2003,Sachin,2661,5,2,2,Villa,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,88.87
2003,Vesu,750,5,1,5,Apartment,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,428.58
2003,Bhestan,1988,5,3,1,Apartment,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,48.05
2003,Katargam,2779,1,3,10,Apartment,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,212.92
2003,Bhestan,2665,3,2,2,Villa,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,59.31
2003,City Light,630,3,2,3,Apartment,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,146.45
2003,Katargam,616,4,1,2,Apartment,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,76.61
2003,Dindoli,1981,5,1,10,House,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,406.87
2003,Vesu,1315,1,1,1,Villa,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,23.56
2003,Vesu,1966,5,3,7,Apartment,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,709.22
2003,Varachha,1349,3,1,10,Apartment,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,351.08
2003,Bhestan,2846,5,2,2,Apartment,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,88.72
2003,Athwa,2584,4,1,7,Villa,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,385.85
2003,Althan,2236,3,1,2,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,70.37
2003,Adajan,571,1,2,8,House,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,249.64
2003,Ghod Dod Road,1153,1,3,6,Apartment,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,183.1
2003,Piplod,526,1,1,10,Apartment,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,150.46
2003,Ghod Dod Road,2783,3,2,7,House,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,342.47
2003,Athwa,2681,3,2,10,House,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,489.2
2003,Vesu,1931,1,3,9,House,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,351.82
2003,Katargam,1304,5,3,2,Apartment,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,110.66
2003,Ghod Dod Road,1757,1,1,7,House,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,128.63
2003,Ghod Dod Road,2705,2,1,3,Villa,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,92.18
2003,Bhestan,776,3,1,2,House,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,51.77
2003,Ghod Dod Road,2245,2,3,7,House,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,299.61
2003,Pal,1949,2,1,8,Villa,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,313.82
2003,Sarthana,2704,2,3,7,Villa,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,209.5
2003,Vesu,2973,5,3,4,Apartment,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,405.32
2003,Ghod Dod Road,2898,5,2,3,House,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,220.0
2003,Sarthana,955,5,2,4,Villa,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,204.46
2003,Athwa,1349,1,1,2,Villa,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,36.83
2003,Sachin,2838,3,2,4,Villa,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,118.63
2003,City Light,2903,5,1,6,Apartment,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,402.84
2003,Udhna,2630,3,2,10,Apartment,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,340.58
2003,Pal,1579,4,1,5,Villa,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,351.71
2003,Althan,1268,3,2,5,Apartment,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,200.61
2003,Adajan,1404,3,3,8,House,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,561.77
2003,Dindoli,1877,2,3,1,House,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,25.9
2003,Varachha,1277,2,1,9,House,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,226.07
2003,Athwa,1963,1,2,1,Villa,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,24.56
2003,Sarthana,1992,5,2,5,House,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,255.59
2003,Sarthana,1312,4,2,3,Villa,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,127.87
2003,City Light,866,3,2,9,House,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,439.62
2003,Ghod Dod Road,853,4,3,2,Villa,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,134.37
2003,Piplod,1860,1,3,6,Apartment,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,150.51
2003,Adajan,1036,5,3,2,House,7.22,Area1,3160000,122,5.25,79.8,1.92,155.83,890,202.72
2003,Sachin,954,5,2,3,Villa,15.22,Area5,3160000,122,5.25,79.8,1.92,73.92,430,133.15
2003,Athwa,1193,5,2,8,Villa,9.22,Area2,3160000,122,5.25,79.8,1.92,122.03,660,586.51
2003,Piplod,2227,2,2,7,Villa,11.22,Area3,3160000,122,5.25,79.8,1.92,100.28,760,211.78
2003,Katargam,2596,2,2,9,Villa,13.22,Area4,3160000,122,5.25,79.8,1.92,85.11,610,231.01
